categories,id_event,latitude,longitude,participations
"('Architettura', 'Arredo', 'Arte', 'Illuminazione', 'Installazioni', 'Living', 'Product Design', 'Tecnologia')",894,45.480216,9.2028765,22
"('Arte', 'Installazioni', 'Product Design')",1054,45.4668418,9.1989609,6
"('Arredo', 'Living')",1564,45.467465,9.2004317,1
"('Altro', 'Arredo', 'Arte', 'Moda', 'Gioielli')",1126,45.452551,9.1651877,5
"('Architettura', 'Giochi, giocattoli', 'Installazioni')",1003,45.4577689,9.1720783,3
"('Altro', 'Product Design')",851,45.4759904,9.2070601,6
"('Arredo', 'Food & beverage', 'Living', 'Party', 'Product Design')",1311,45.4836427,9.1719997,4
"('Altro', 'Arte', 'Food & beverage', 'Gioielli', 'Installazioni')",1092,45.4559494,9.162599,3
"('Architettura', 'Arredo', 'Living', 'Product Design')",77,45.4778411,9.1881534,23
"('Architettura', 'Arredo', 'Bagno', 'Cucina', 'Esterni', 'Materiali speciali', 'Product Design')",747,45.4778411,9.1881534,11
"('Arredo', 'Conferenze, workshop', 'Grafica', 'Product Design', 'Tecnologia')",1320,45.4505316,9.1572246,5
"('Altro', 'Arte', 'Party', 'Product Design')",1042,45.49436,9.1866602,4
"('Arredo', 'Materiali speciali', 'Party')",1069,45.46863,9.2042,5
"('Arredo', 'Arte', 'Cucina', 'Moda', 'Food & beverage', 'Gioielli', 'Party')",892,45.4803653,9.1874776,40
"('Arte',)",1217,45.456442,9.1688119,4
"('Gioielli', 'Product Design')",609,45.4617604,9.1824403,5
"('Product Design',)",1374,45.4617604,9.1824403,6
"('Arte', 'Materiali speciali', 'Product Design')",1641,45.4617604,9.1824403,12
"('Materiali speciali',)",986,45.453714,9.1627682,8
"('Altro', 'Arte', 'Installazioni', 'Product Design')",943,45.4791737,9.2031939,6
"('Altro', 'Arte', 'Gioielli')",950,45.4748344,9.2076002,2
"('Architettura', 'Arredo', 'Bagno', 'Esterni', 'Installazioni', 'Living', 'Product Design')",956,45.470036,9.1823429,4
"('Arte', 'Grafica')",1329,45.4566875,9.1842856,5
"('Food & beverage', 'Party', 'Product Design')",1128,45.4566875,9.1842856,12
"('Architettura', 'Arredo', 'Arte', 'Installazioni', 'Living', 'Product Design')",899,45.47319,9.19001,6
"('Arredo', 'Arte', 'Party', 'Product Design')",1271,45.4733569,9.1949261,7
"('Illuminazione',)",1496,45.45488,9.19896,8
"('Arredo', 'Living', 'Product Design')",569,45.4729501,9.2063767,19
"('Moda',)",644,45.4753874,9.185339,16
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Cucina', 'Living', 'Materiali speciali', 'Product Design')",1606,45.45772,9.20723,2
"('Arte', 'Moda')",1513,45.467112,9.2007965,4
"('Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Cucina', 'Moda', 'Food & beverage', 'Party', 'Tecnologia')",1008,45.4524797,9.1669884,33
"('Architettura', 'Arredo', 'Living', 'Party', 'Product Design')",1006,45.4524797,9.1669884,2
"('Arte', 'Installazioni')",1095,45.4795229,9.2426978,4
"('Arredo', 'Esterni')",1249,45.4722803,9.1849639,4
"('Architettura', 'Arredo', 'Cucina', 'Moda', 'Product Design')",248,45.4715179,9.1907218,9
"('Architettura', 'Cucina', 'Moda', 'Product Design')",734,45.4715179,9.1907218,24
"('Arredo', 'Product Design')",62,45.462751,9.1939772,35
"('Arredo', 'Cucina', 'Installazioni', 'Party', 'Product Design')",63,45.462751,9.1939772,15
"('Product Design',)",645,45.4717874,9.1956323,5
"('Altro', 'Arredo', 'Installazioni', 'Living', 'Product Design', 'Tecnologia')",1129,45.4622644,9.183442,4
(),642,45.4700004,9.1970196,4
"('Arredo', 'Gioielli', 'Illuminazione', 'Party')",1480,45.467465,9.2004317,2
"('Bagno', 'Product Design')",1176,45.4515503,9.1616272,15
"('Architettura', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design')",994,45.4515503,9.1616272,22
"('Arredo', 'Arte', 'Installazioni')",537,45.4580971,9.1789338,10
"('Altro', 'Arredo')",58,45.4953034,9.1750311,32
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Materiali speciali', 'Product Design')",1608,45.4510205,9.2035493,1
"('Arredo', 'Grafica', 'Installazioni', 'Product Design')",678,45.490243,9.222546,9
"('Food & beverage', 'Product Design')",1588,45.4733569,9.1949261,4
"('Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Food & beverage', 'Grafica', 'Installazioni', 'Party')",26,45.4615371,9.1746068,90
"('Arredo', 'Bagno', 'Cucina', 'Living', 'Product Design')",27,45.4773522,9.1486322,25
"('Architettura', 'Bagno', 'Product Design')",30,45.4727679,9.1864055,68
"('Arredo', 'Bagno', 'Living', 'Party', 'Product Design')",1245,45.4727679,9.1864055,10
"('Installazioni', 'Party')",65,45.4689101,9.1981491,16
"('Architettura', 'Arredo', 'Cucina', 'Materiali speciali', 'Product Design')",33,45.4741986,9.1870616,42
"('Materiali speciali',)",886,45.4741986,9.1870616,6
"('Arredo', 'Living')",35,45.4695003,9.2000552,20
"('Architettura', 'Bagno', 'Product Design')",38,45.4525006,9.2090347,28
"('Architettura', 'Arredo', 'Bagno', 'Product Design')",1398,45.4525006,9.2090347,5
"('Arte', 'Moda', 'Party')",41,45.4581104,9.1858156,12
"('Esterni', 'Living', 'Product Design')",45,45.4696061,9.18812,16
"('Arte', 'Grafica')",46,45.4524451,9.1483884,51
"('Arte', 'Grafica')",1376,45.4524451,9.1483884,30
"('Arredo', 'Arte', 'Moda', 'Living', 'Materiali speciali', 'Party', 'Product Design')",49,45.4627001,9.1832805,19
"('Cucina', 'Product Design', 'Tecnologia')",50,45.453146,9.1669629,54
"('Product Design',)",591,45.453146,9.1669629,81
"('Altro', 'Arredo')",56,45.4552199,9.195673,11
"('Architettura', 'Arredo', 'Arte', 'Food & beverage', 'Illuminazione', 'Party', 'Product Design')",48,45.4630186,9.196327,28
"('Arredo',)",91,45.4703568,9.183691,30
"('Arredo',)",1276,45.4601863,9.1888088,3
"('Architettura', 'Arredo', 'Arte', 'Food & beverage', 'Illuminazione', 'Installazioni', 'Materiali speciali')",59,45.462405,9.221707,36
"('Moda', 'Installazioni', 'Party')",53,45.5011511,9.1380724,2
"('Arredo', 'Arte', 'Installazioni')",60,45.4690942,9.1828492,9
"('Architettura', 'Arredo', 'Installazioni', 'Product Design')",61,45.4690942,9.1828492,6
"('Arte', 'Installazioni')",66,45.4823348,9.1762564,14
"('Arredo', 'Esterni')",68,45.460411,9.1646112,15
"('Arredo', 'Product Design')",76,45.45342,9.1648,10
"('Architettura', 'Arte', 'Product Design')",78,45.4786311,9.1884622,34
"('Architettura', 'Arte', 'Product Design')",687,45.4786311,9.1884622,23
"('Architettura', 'Arte', 'Esterni')",81,45.441546,9.1758337,16
"('Product Design',)",85,45.4547624,9.1783167,13
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",555,45.45293,9.16657,7
"('Arredo', 'Moda', 'Giochi, giocattoli', 'Gioielli', 'Grafica', 'Illuminazione', 'Installazioni', 'Product Design')",86,45.5041888,9.1668995,23
"('Altro', 'Arte', 'Bagno', 'Installazioni', 'Living', 'Party')",87,45.456793,9.183733,20
"('Arredo', 'Arte', 'Installazioni')",88,45.4822096,9.1817989,10
"('Gioielli',)",90,45.4686382,9.1915023,10
"('Moda', 'Gioielli', 'Illuminazione', 'Product Design')",92,45.4513737,9.1722148,16
"('Arte', 'Food & beverage', 'Installazioni')",563,45.4612081,9.1894439,19
"('Bagno', 'Cucina', 'Moda', 'Food & beverage', 'Giochi, giocattoli', 'Installazioni', 'Party', 'Product Design')",244,45.4711537,9.1935898,14
"('Architettura', 'Arredo', 'Arte', 'Grafica', 'Installazioni')",97,45.4714948,9.1847113,9
"('Moda', 'Product Design')",98,45.4519189,9.1818401,16
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Product Design')",597,45.4788536,9.1872861,4
"('Gioielli',)",1632,45.4788536,9.1872861,1
"('Architettura', 'Arredo', 'Arte', 'Grafica', 'Living', 'Product Design')",1091,45.4474303,9.1736061,8
"('Architettura', 'Installazioni', 'Product Design')",110,45.47051,9.18451,35
"('Altro', 'Arredo', 'Conferenze, workshop', 'Cucina', 'Food & beverage', 'Illuminazione', 'Living', 'Materiali speciali', 'Party', 'Product Design', 'Tecnologia')",1468,45.4806413,9.1940049,6
"('Arredo', 'Living')",250,45.4649416,9.1983047,8
"('Installazioni',)",619,45.4743933,9.1886534,25
(),653,45.4743933,9.1886534,5
"('Architettura', 'Conferenze, workshop', 'Installazioni', 'Materiali speciali', 'Product Design', 'Tecnologia')",252,45.4832332,9.1817368,11
"('Conferenze, workshop', 'Living')",253,45.4648811,9.1991304,6
"('Installazioni',)",618,45.460366,9.1939856,8
"('Architettura', 'Arte', 'Food & beverage', 'Installazioni', 'Product Design')",1187,45.460366,9.1939856,6
"('Arredo', 'Arte')",536,45.470357,9.182224,2
"('Architettura', 'Arredo', 'Moda', 'Gioielli', 'Living', 'Product Design')",808,45.470357,9.182224,8
"('Arredo', 'Product Design')",538,45.4594298,9.1927109,7
(),1100,45.4754241,9.1845611,2
"('Arredo', 'Grafica', 'Materiali speciali', 'Product Design')",1138,45.4754241,9.1845611,10
"('Arredo', 'Product Design')",539,45.4754241,9.1845611,18
"('Arredo', 'Grafica', 'Installazioni', 'Living', 'Materiali speciali', 'Product Design')",1184,45.4754241,9.1845611,8
"('Altro', 'Esterni', 'Installazioni', 'Living')",540,45.4538427,9.1681537,4
"('Gioielli',)",547,45.4596752,9.17983,7
"('Arredo', 'Arte')",551,45.4842198,9.2155488,13
"('Architettura', 'Arredo', 'Arte', 'Esterni', 'Grafica', 'Living', 'Materiali speciali', 'Product Design', 'Tecnologia')",893,45.4642902,9.1990275,1
"('Architettura', 'Arredo', 'Arte', 'Grafica', 'Illuminazione', 'Installazioni', 'Materiali speciali', 'Product Design')",561,45.4451977,9.1777308,17
"('Arredo', 'Arte', 'Product Design')",611,45.4521113,9.1747567,2
"('Arte', 'Grafica', 'Product Design')",560,45.4521113,9.1747567,12
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Cucina', 'Esterni', 'Moda', 'Food & beverage', 'Gioielli', 'Grafica', 'Illuminazione', 'Installazioni', 'Living', 'Party', 'Product Design', 'Tecnologia')",562,45.4485928,9.2001141,83
"('Architettura', 'Arredo', 'Conferenze, workshop', 'Food & beverage', 'Gioielli', 'Illuminazione', 'Party', 'Tecnologia')",1149,45.4485928,9.2001141,13
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Esterni', 'Gioielli', 'Illuminazione', 'Installazioni', 'Living', 'Party')",571,45.4814255,9.1882961,15
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",570,45.4688533,9.1782323,3
"('Moda', 'Illuminazione', 'Product Design')",575,45.4763843,9.1875221,3
"('Arredo', 'Living', 'Product Design')",574,45.4714209,9.2065283,6
"('Installazioni',)",928,45.4507024,9.1579861,8
"('Arredo',)",576,45.4507024,9.1579861,74
"('Architettura', 'Arredo', 'Installazioni', 'Living', 'Product Design')",639,45.482765,9.1785474,4
"('Arredo', 'Arte', 'Bagno', 'Cucina', 'Living', 'Materiali speciali', 'Product Design')",602,45.4636378,9.1960243,2
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Installazioni', 'Living', 'Product Design', 'Tecnologia')",1367,45.468284,9.1775058,3
"('Arredo', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",605,45.4737416,9.1840212,15
"('Installazioni',)",997,45.4566813,9.2022087,2
"('Altro', 'Arte', 'Product Design')",607,45.4876229,9.1859913,2
"('Altro', 'Architettura', 'Bagno', 'Cucina')",616,45.4720865,9.1861892,6
"('Architettura', 'Arredo', 'Cucina', 'Living', 'Product Design')",902,45.4720865,9.1861892,6
"('Arredo', 'Arte', 'Illuminazione', 'Party', 'Product Design')",617,45.46658,9.15128,23
"('Arredo', 'Illuminazione', 'Living')",621,45.4840274,9.2446911,11
"('Arredo', 'Arte', 'Product Design')",627,45.4664503,9.1979701,6
(),640,45.4804748,9.1970691,4
"('Arredo', 'Arte', 'Moda', 'Food & beverage', 'Giochi, giocattoli', 'Grafica', 'Illuminazione', 'Living', 'Materiali speciali', 'Party', 'Product Design')",643,45.4813259,9.1899993,9
"('Arredo', 'Bagno', 'Party')",603,45.4463383,9.1527811,19
"('Architettura', 'Arte', 'Conferenze, workshop', 'Grafica', 'Product Design', 'Tecnologia')",647,45.4552079,9.1676746,2
"('Arredo', 'Cucina', 'Illuminazione', 'Living', 'Product Design')",651,45.4553399,9.1680979,3
"('Illuminazione', 'Product Design')",1104,45.4553399,9.1680979,2
"('Altro', 'Arredo', 'Arte', 'Food & beverage', 'Grafica', 'Installazioni', 'Party', 'Product Design')",837,45.4810647,9.2219464,17
"('Arredo', 'Bagno')",836,45.4625196,9.1941359,8
"('Architettura', 'Arredo', 'Arte')",660,45.45293,9.16657,11
"('Arredo', 'Arte', 'Illuminazione', 'Product Design')",675,45.459032,9.18114,9
"('Arredo',)",1058,45.459032,9.18114,6
"('Arredo', 'Arte', 'Moda', 'Food & beverage')",1628,45.459032,9.18114,8
"('Architettura', 'Arredo', 'Arte', 'Esterni', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",841,45.4593854,9.1651919,1
"('Arredo', 'Cucina', 'Party')",680,45.4797938,9.1937801,21
"('Arredo',)",676,45.4716489,9.1945804,3
"('Arredo', 'Arte', 'Installazioni', 'Living', 'Product Design')",679,45.4921778,9.2248614,21
"('Arredo', 'Arte', 'Materiali speciali', 'Product Design')",835,45.4639743,9.1975533,3
"('Moda',)",840,45.4652946,9.19373,11
"('Architettura', 'Arredo', 'Installazioni', 'Product Design')",842,45.4640853,9.1804433,1
"('Food & beverage',)",849,45.4762036,9.2077365,22
"('Arte', 'Installazioni')",847,45.4754449,9.1870737,11
"('Architettura', 'Bagno', 'Cucina', 'Esterni', 'Food & beverage', 'Materiali speciali', 'Tecnologia')",967,45.4632297,9.1944874,11
"('Arredo', 'Gioielli', 'Product Design')",1200,45.4524972,9.1642715,3
"('Moda', 'Food & beverage', 'Living', 'Party')",1032,45.4524972,9.1642715,24
"('Arredo', 'Arte', 'Gioielli', 'Product Design')",1499,45.4524972,9.1642715,2
"('Arte', 'Conferenze, workshop', 'Grafica')",1512,45.4524972,9.1642715,1
"('Altro', 'Conferenze, workshop')",1542,45.4524972,9.1642715,13
"('Installazioni',)",856,45.4524972,9.1642715,66
"('Product Design', 'Tecnologia')",1377,45.4524972,9.1642715,114
"('Arredo', 'Arte', 'Moda', 'Installazioni')",858,45.4763672,9.2066924,8
"('Architettura', 'Arredo', 'Bagno', 'Installazioni', 'Living', 'Party')",862,45.4810115,9.2012835,15
"('Arredo', 'Arte', 'Esterni', 'Food & beverage', 'Grafica', 'Installazioni', 'Party', 'Product Design')",923,45.4564844,9.1731991,9
"('Architettura', 'Arredo', 'Arte', 'Food & beverage', 'Grafica', 'Illuminazione', 'Installazioni', 'Living', 'Materiali speciali', 'Product Design')",869,45.47243,9.18837,3
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Esterni', 'Installazioni', 'Living', 'Materiali speciali', 'Party', 'Product Design')",865,45.4694495,9.124017,11
"('Architettura', 'Arredo', 'Esterni', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design')",898,45.4571592,9.2162086,8
"('Product Design',)",871,45.4728264,9.1867588,1
"('Moda', 'Grafica', 'Product Design')",861,45.4746722,9.205376,42
"('Architettura', 'Arredo', 'Installazioni', 'Living', 'Product Design')",875,45.4632698,9.1977634,12
"('Illuminazione', 'Tecnologia')",859,45.4611455,9.1808102,31
"('Arredo', 'Illuminazione', 'Installazioni', 'Living', 'Party', 'Product Design', 'Tecnologia')",881,45.4649006,9.2012103,9
"('Arredo', 'Product Design')",884,45.474802,9.1835085,2
"('Arredo', 'Living', 'Product Design')",889,45.4563688,9.1888804,24
"('Arredo',)",1164,45.473627,9.1852037,9
"('Arredo',)",1163,45.4732132,9.1837136,9
"('Arredo', 'Cucina', 'Living')",803,45.4732132,9.1837136,6
"('Cucina', 'Esterni', 'Party', 'Product Design')",1629,45.4732132,9.1837136,2
"('Altro', 'Architettura', 'Arredo', 'Arte', 'Esterni', 'Moda', 'Living', 'Materiali speciali', 'Party', 'Product Design', 'Tecnologia')",908,45.4571734,9.1751148,2
"('Architettura', 'Arredo', 'Food & beverage')",896,45.4793217,9.1776496,5
"('Arredo', 'Bagno', 'Product Design')",1084,45.4722478,9.1838583,6
"('Altro', 'Arredo', 'Cucina', 'Food & beverage', 'Illuminazione', 'Living', 'Product Design')",910,45.4543922,9.1674787,41
"('Arredo', 'Grafica', 'Materiali speciali', 'Product Design', 'Tecnologia')",646,45.4564056,9.1663507,5
"('Arredo', 'Product Design')",911,45.4514123,9.171053,3
"('Arte',)",912,45.4749553,9.2090486,4
"('Altro', 'Architettura', 'Arredo', 'Conferenze, workshop', 'Giochi, giocattoli', 'Grafica', 'Illuminazione', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design', 'Tecnologia')",915,45.4480315,9.1686233,13
"('Arte', 'Grafica', 'Installazioni', 'Tecnologia')",914,45.4419104,9.1997828,16
"('Food & beverage', 'Product Design')",917,45.4523279,9.160205,5
"('Altro',)",921,45.4528105,9.1748318,1
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Product Design')",992,45.4751997,9.2208749,4
"('Arredo', 'Cucina', 'Food & beverage', 'Living', 'Product Design')",922,45.4434484,9.1764234,4
"('Installazioni',)",925,45.4681602,9.1617813,6
"('Installazioni',)",926,45.4804133,9.1607552,1
"('Installazioni',)",927,45.4670291,9.1533346,3
"('Illuminazione', 'Living')",929,45.4729769,9.1949606,1
"('Arte', 'Installazioni', 'Product Design')",931,45.4758725,9.1705355,3
"('Architettura', 'Arredo', 'Esterni', 'Product Design')",932,45.4598431,9.1745416,8
"('Architettura', 'Arredo', 'Bagno', 'Cucina', 'Esterni', 'Living', 'Party', 'Product Design')",936,45.4660618,9.1664255,8
"('Architettura', 'Arredo', 'Arte', 'Installazioni', 'Product Design')",939,45.4544971,9.1958505,2
"('Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Grafica', 'Living', 'Product Design', 'Tecnologia')",1001,45.4922181,9.1888966,31
"('Altro', 'Arredo', 'Moda', 'Gioielli', 'Illuminazione')",951,45.4742205,9.2099112,3
"('Architettura', 'Arredo', 'Cucina', 'Product Design')",952,45.45121,9.16084,8
"('Architettura', 'Arredo', 'Arte', 'Grafica', 'Living', 'Product Design')",1274,45.4721421,9.1830147,4
"('Altro', 'Arredo', 'Illuminazione', 'Product Design')",741,45.4721421,9.1830147,11
"('Arte', 'Cucina', 'Food & beverage')",953,45.4749238,9.2102865,15
"('Bagno', 'Living', 'Party', 'Product Design')",1451,45.4730412,9.186466,11
"('Arredo', 'Bagno', 'Materiali speciali', 'Party', 'Product Design')",1415,45.4730412,9.186466,19
"('Architettura', 'Arredo', 'Bagno', 'Product Design')",754,45.4730412,9.186466,121
"('Architettura', 'Arredo', 'Bagno', 'Cucina', 'Esterni', 'Moda', 'Food & beverage', 'Grafica', 'Living', 'Party', 'Product Design', 'Tecnologia')",955,45.4667453,9.1515938,5
"('Arredo', 'Cucina')",1261,45.4805798,9.1878224,6
"('Food & beverage',)",1522,45.4805798,9.1878224,25
"('Altro', 'Installazioni', 'Tecnologia')",958,45.4805798,9.1878224,5
"('Altro', 'Arte', 'Installazioni')",960,45.4885224,9.2197581,1
"('Architettura', 'Arredo', 'Arte', 'Product Design')",963,45.4726281,9.2098222,3
"('Arredo', 'Arte', 'Party')",969,45.4528874,9.166241,5
"('Architettura', 'Arredo', 'Arte', 'Esterni', 'Food & beverage', 'Installazioni', 'Party')",1300,45.4720985,9.1865812,24
"('Arredo', 'Arte', 'Illuminazione')",979,45.4654294,9.1859002,2
"('Architettura', 'Arredo', 'Arte', 'Product Design')",975,45.4765691,9.2032792,3
"('Altro', 'Arte')",981,45.4753967,9.2039113,1
"('Altro', 'Architettura', 'Arte', 'Installazioni')",982,45.4789273,9.2116443,7
"('Product Design',)",1059,45.4789273,9.2116443,9
"('Product Design',)",983,45.4712698,9.1952523,4
"('Arte', 'Illuminazione', 'Installazioni', 'Product Design', 'Tecnologia')",1000,45.4903964,9.1966155,9
"('Architettura', 'Arredo', 'Arte', 'Conferenze, workshop', 'Living', 'Materiali speciali')",1334,45.4621016,9.1744973,3
"('Architettura', 'Arredo', 'Conferenze, workshop', 'Cucina', 'Esterni', 'Installazioni', 'Living', 'Materiali speciali', 'Tecnologia')",987,45.4621016,9.1744973,17
"('Installazioni', 'Product Design')",1166,45.4734748,9.1850698,122
"('Arte', 'Moda', 'Food & beverage', 'Party')",989,45.4537331,9.1640107,3
"('Moda', 'Materiali speciali', 'Product Design', 'Tecnologia')",1484,45.4537331,9.1640107,2
"('Arte', 'Grafica', 'Installazioni')",990,45.4649457,9.1769766,3
"('Product Design',)",1023,45.4525439,9.2013605,6
"('Conferenze, workshop', 'Food & beverage', 'Grafica', 'Party', 'Product Design', 'Tecnologia')",1002,45.50686,9.15997,24
"('Architettura', 'Arte', 'Conferenze, workshop', 'Moda', 'Food & beverage', 'Grafica', 'Installazioni', 'Product Design', 'Tecnologia')",1038,45.5062482,9.1658406,1
"('Arte', 'Grafica', 'Illuminazione', 'Installazioni', 'Product Design')",1007,45.4514764,9.2144874,3
"('Architettura', 'Arredo', 'Cucina', 'Esterni', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",1009,45.4516697,9.1628374,31
"('Architettura', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design')",1373,45.4516697,9.1628374,13
"('Architettura', 'Arte')",1010,45.4832141,9.2426231,5
"('Arredo', 'Food & beverage')",1012,45.46816,9.1950143,15
"('Architettura', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design')",1022,45.4832864,9.1895612,29
"('Altro', 'Arte', 'Food & beverage', 'Party')",1105,45.4540783,9.1692729,9
"('Arredo', 'Arte')",1037,45.4827626,9.1833932,5
"('Arredo', 'Arte', 'Illuminazione')",1043,45.4718738,9.1885976,10
(),1326,45.4718738,9.1885976,3
"('Architettura', 'Arredo', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",1048,45.4654219,9.1859243,6
"('Architettura', 'Arredo', 'Illuminazione', 'Living', 'Product Design')",1296,45.4654219,9.1859243,1
"('Arte', 'Illuminazione', 'Product Design')",1065,45.4703289,9.1989297,1
"('Arredo', 'Arte', 'Installazioni', 'Living')",1070,45.4656924,9.2090392,2
"('Installazioni',)",1071,45.4534889,9.1810287,20
"('Food & beverage', 'Living', 'Product Design')",1078,45.457074,9.1632345,14
"('Architettura', 'Arte', 'Esterni', 'Food & beverage', 'Giochi, giocattoli', 'Party', 'Product Design')",1260,45.4762757,9.1829583,3
"('Product Design',)",725,45.4762757,9.1829583,10
"('Arredo', 'Installazioni', 'Product Design')",1088,45.4897162,9.1850952,17
"('Altro', 'Arte', 'Installazioni')",245,45.4855779,9.2039919,19
"('Arte', 'Cucina', 'Food & beverage', 'Installazioni', 'Product Design', 'Tecnologia')",1097,45.4497114,9.1746112,8
"('Architettura', 'Arredo', 'Arte', 'Moda', 'Food & beverage', 'Installazioni', 'Party', 'Product Design', 'Tecnologia')",1101,45.4850063,9.2469757,22
"('Arredo', 'Arte')",1102,45.4718738,9.1885976,5
"('Arte', 'Giochi, giocattoli', 'Product Design')",1206,45.4460151,9.1632884,9
"('Arredo', 'Arte', 'Moda', 'Food & beverage', 'Gioielli', 'Grafica', 'Illuminazione', 'Party', 'Product Design', 'Tecnologia')",1330,45.4831857,9.2424646,11
